15 -213.84351070
20 -216.52530624
25 -217.03541844
30 -217.10461765
35 -217.10781842
40 -217.10856531
45 -217.10919813
50 -217.10926446
55 -217.10943422
60 -217.10982894
65 -217.11020151
70 -217.11038702
