10 -1079.91440208
15 -1130.62369633
20 -1149.45066483
25 -1155.98040120
30 -1158.12599069
35 -1158.69090291
40 -1158.81851746
45 -1158.84103277
50 -1158.84273516
55 -1158.84339064
60 -1158.84481608
