10 -262.91127024
15 -278.56421283
20 -284.56022700
25 -286.66321020
30 -287.37968561
35 -287.58529545
40 -287.63269116
45 -287.64167849
50 -287.64272175
55 -287.64278394
60 -287.64278906
65 -287.64279281
70 -287.64279558
