
     Program AVERAGE v.5.1 starts on 18Jun2018 at 21:13:10 

     This program is part of the open-source Quantum ESPRESSO suite
     for quantum simulation of materials; please cite
         "P. Giannozzi et al., J. Phys.:Condens. Matter 21 395502 (2009);
          URL http://www.quantum-espresso.org", 
     in publications or presentations arising from this work. More details at
     http://www.quantum-espresso.org/quote

     Parallel version (MPI), running on     1 processors
     Reading header from file  Au_CO_tmp.pp

   Info: using nr1, nr2, nr3 values from input

   Info: using nr1s, nr2s, nr3s values from input

     G-vector sticks info
     --------------------
     sticks:   dense  smooth     PW     G-vecs:    dense   smooth      PW
     Sum         649     313     97               114417    40121    6739
     Tot         325     157     49

     Reading data from file  Au_CO_tmp.pp
    9.522094806   -1.442517869   -0.942248308
    9.537428292   -1.415764408   -0.935086219
    9.552761778   -1.388505699   -0.927694360
    9.568095264   -1.360770410   -0.920073745
    9.583428750   -1.332587444   -0.912225527
    9.598762236   -1.303985924   -0.904150998
    9.614095722   -1.274995185   -0.895851590
    9.629429208   -1.245644756   -0.887328884
    9.644762694   -1.215964346   -0.878584607
    9.660096180   -1.185983825   -0.869620636
    9.675429666   -1.155733192   -0.860438998
    9.690763152   -1.125242544   -0.851041878
    9.706096638   -1.094542032   -0.841431610
    9.721430124   -1.063661819   -0.831610689
    9.736763610   -1.032632014   -0.821581766
    9.752097096   -1.001482621   -0.811347649
    9.767430582   -0.970243467   -0.800911310
    9.782764068   -0.938944137   -0.790275879
    9.798097554   -0.907613900   -0.779444648
    9.813431040   -0.876281640   -0.768421074
    9.828764526   -0.844975790   -0.757208774
    9.844098012   -0.813724266   -0.745811531
    9.859431498   -0.782554401   -0.734233289
    9.874764984   -0.751492899   -0.722478154
    9.890098470   -0.720565779   -0.710550396
    9.905431956   -0.689798330   -0.698454441
    9.920765442   -0.659215082   -0.686194878
    9.936098928   -0.628839762   -0.673776449
    9.951432414   -0.598695278   -0.661204053
    9.966765900   -0.568803684   -0.648482737
    9.982099386   -0.539186168   -0.635617700
    9.997432872   -0.509863027   -0.622614286
   10.012766358   -0.480853648   -0.609477980
   10.028099844   -0.452176493   -0.596214407
   10.043433330   -0.423849078   -0.582829329
   10.058766816   -0.395887954   -0.569328636
   10.074100302   -0.368308686   -0.555718349
   10.089433788   -0.341125836   -0.542004612
   10.104767274   -0.314352943   -0.528193689
   10.120100760   -0.288002506   -0.514291959
   10.135434246   -0.262085966   -0.500305912
   10.150767732   -0.236613698   -0.486242145
   10.166101218   -0.211595001   -0.472107353
   10.181434704   -0.187038098   -0.457908330
   10.196768190   -0.162950134   -0.443651956
   10.212101676   -0.139337191   -0.429345199
   10.227435162   -0.116204300   -0.414995099
   10.242768648   -0.093555459   -0.400608768
   10.258102134   -0.071393665   -0.386193382
   10.273435620   -0.049720939   -0.371756172
   10.288769106   -0.028538366   -0.357304416
   10.304102592   -0.007846126   -0.342845432
   10.319436078    0.012356464   -0.328386574
   10.334769564    0.032070910   -0.313935217
   10.350103050    0.051299505   -0.299498756
   10.365436536    0.070045288   -0.285084594
   10.380770022    0.088312006   -0.270700137
   10.396103508    0.106104079   -0.256352788
   10.411436994    0.123426565   -0.242049935
   10.426770480    0.140285121   -0.227798951
   10.442103966    0.156685972   -0.213607183
   10.457437452    0.172635870   -0.199481946
   10.472770938    0.188142054   -0.185430519
   10.488104424    0.203212209   -0.171460138
   10.503437910    0.217854415   -0.157577989
   10.518771396    0.232077099   -0.143791202
   10.534104882    0.245888971   -0.130106849
   10.549438368    0.259298970   -0.116531932
   10.564771854    0.272316188   -0.103073381
   10.580105340    0.284949804   -0.089738047
   10.595438826    0.297209013   -0.076532696
   10.610772312    0.309102947   -0.063464003
   10.626105798    0.320640607   -0.050538547
   10.641439284    0.331830796   -0.037762803
   10.656772770    0.342682052   -0.025143139
   10.672106256    0.353202598   -0.012685811
   10.687439742    0.363400297   -0.000396955
   10.702773228    0.373282614    0.011717412
   10.718106714    0.382856602    0.023651400
   10.733440200    0.392128887    0.035399247
   10.748773686    0.401105676    0.046955323
   10.764107172    0.409792771    0.058314127
   10.779440658    0.418195597    0.069470296
   10.794774144    0.426319235    0.080418598
   10.810107630    0.434168465    0.091153937
   10.825441116    0.441747812    0.101671350
   10.840774602    0.449061591    0.111966007
   10.856108088    0.456113953    0.122033210
   10.871441574    0.462908928    0.131868392
   10.886775060    0.469450460    0.141467115
   10.902108546    0.475742433    0.150825070
   10.917442032    0.481788695    0.159938075
   10.932775518    0.487593063    0.168802073
   10.948109004    0.493159328    0.177413135
   10.963442490    0.498491246    0.185767454
   10.978775976    0.503592522    0.193861351
   10.994109462    0.508466791    0.201691269
   11.009442948    0.513117595    0.209253778
   11.024776434    0.517548354    0.216545574
   11.040109920    0.521762344    0.223563476
   11.055443406    0.525762671    0.230304433
   11.070776892    0.529552257    0.236765519
   11.086110378    0.533133828    0.242943937
   11.101443864    0.536509904    0.248837017
   11.116777350    0.539682804    0.254442218
   11.132110836    0.542654654    0.259757126
   11.147444322    0.545427402    0.264779458
   11.162777808    0.548002834    0.269507055
   11.178111294    0.550382603    0.273937888
   11.193444780    0.552568247    0.278070054
   11.208778266    0.554561218    0.281901778
   11.224111752    0.556362900    0.285431409
   11.239445238    0.557974630    0.288657420
   11.254778724    0.559397713    0.291578412
   11.270112210    0.560633424    0.294193107
   11.285445696    0.561683010    0.296500353
   11.300779182    0.562547687    0.298499121
   11.316112668    0.563228624    0.300188506
   11.331446154    0.563726929    0.301567725
   11.346779640    0.564043625    0.302636122
   11.362113126    0.564179631    0.303393165
   11.377446612    0.564135734    0.303838446
   11.392780098    0.563912573    0.303971683
   11.408113584    0.563510618    0.303792720
   11.423447070    0.562930156    0.303301526
   11.438780556    0.562171285    0.302498198
   11.454114042    0.561233913    0.301382958
   11.469447528    0.560117762    0.299956157
   11.484781014    0.558822379    0.298218270
   11.500114500    0.557347154    0.296169899
   11.515447986    0.555691342    0.293811772
   11.530781472    0.553854081    0.291144741
   11.546114958    0.551834420    0.288169784
   11.561448444    0.549631337    0.284888005
   11.576781930    0.547243762    0.281300627
   11.592115416    0.544670590    0.277409003
   11.607448902    0.541910686    0.273214605
   11.622782388    0.538962892    0.268719031
   11.638115874    0.535826020    0.263924000
   11.653449360    0.532498839    0.258831357
   11.668782846    0.528980061    0.253443071
   11.684116332    0.525268317    0.247761234
   11.699449818    0.521362133    0.241788064
   11.714783304    0.517259905    0.235525904
   11.730116790    0.512959874    0.228977225
   11.745450276    0.508460105    0.222144621
   11.760783762    0.503758468    0.215030814
   11.776117248    0.498852632    0.207638653
   11.791450734    0.493740052    0.199971113
   11.806784220    0.488417983    0.192031297
   11.822117706    0.482883483    0.183822431
   11.837451192    0.477133433    0.175347868
   11.852784678    0.471164556    0.166611088
   11.868118164    0.464973450    0.157615693
   11.883451650    0.458556607    0.148365409
   11.898785136    0.451910442    0.138864086
   11.914118622    0.445031318    0.129115696
   11.929452108    0.437915559    0.119124336
   11.944785594    0.430559461    0.108894224
   11.960119080    0.422959296    0.098429701
   11.975452566    0.415111299    0.087735234
   11.990786052    0.407011649    0.076815412
   12.006119538    0.398656444    0.065674950
   12.021453024    0.390041659    0.054318691
   12.036786510    0.381163105    0.042751602
   12.052119996    0.372016381    0.030978780
   12.067453482    0.362596821    0.019005452
   12.082786968    0.352899448    0.006836972
   12.098120454    0.342918925   -0.005521176
   12.113453940    0.332649521   -0.018063379
   12.128787426    0.322085080   -0.030783896
   12.144120912    0.311219007   -0.043676863
   12.159454398    0.300044260   -0.056736288
   12.174787884    0.288553365   -0.069956063
   12.190121370    0.276738437   -0.083329961
   12.205454856    0.264591224   -0.096851644
   12.220788342    0.252103152   -0.110514667
   12.236121828    0.239265391   -0.124312484
   12.251455314    0.226068922   -0.138238451
   12.266788800    0.212504619   -0.152285837
   12.282122286    0.198563321   -0.166447826
   12.297455772    0.184235918   -0.180717526
   12.312789258    0.169513427   -0.195087975
   12.328122744    0.154387065   -0.209552145
   12.343456230    0.138848323   -0.224102951
   12.358789716    0.122889020   -0.238733256
   12.374123202    0.106501366   -0.253435878
   12.389456688    0.089678006   -0.268203591
   12.404790174    0.072412061   -0.283029138
   12.420123660    0.054697165   -0.297905232
   12.435457146    0.036527498   -0.312824560
   12.450790632    0.017897812   -0.327779795
   12.466124118   -0.001196538   -0.342763594
   12.481457604   -0.020759567   -0.357768613
   12.496791090   -0.040794630   -0.372787504
   12.512124576   -0.061304388   -0.387812929
   12.527458062   -0.082290773   -0.402837565
   12.542791548   -0.103754950   -0.417854108
   12.558125034   -0.125697272   -0.432855286
   12.573458520   -0.148117238   -0.447833863
   12.588792006   -0.171013452   -0.462782646
   12.604125492   -0.194383572   -0.477694496
   12.619458978   -0.218224274   -0.492562337
   12.634792464   -0.242531214   -0.507379156
   12.650125950   -0.267298993   -0.522138018
   12.665459436   -0.292521137   -0.536832072
   12.680792922   -0.318190073   -0.551454553
   12.696126408   -0.344297128   -0.565998791
   12.711459894   -0.370832519   -0.580458218
   12.726793380   -0.397785368   -0.594826373
   12.742126866   -0.425143711   -0.609096901
   12.757460352   -0.452894520   -0.623263565
   12.772793838   -0.481023730   -0.637320247
   12.788127324   -0.509516261   -0.651260948
   12.803460810   -0.538356053   -0.665079798
   12.818794296   -0.567526090   -0.678771055
   12.834127782   -0.597008431   -0.692329107
   12.849461268   -0.626784232   -0.705748480
   12.864794754   -0.656833771   -0.719023838
   12.880128240   -0.687136467   -0.732149985
   12.895461726   -0.717670895   -0.745121874
   12.910795212   -0.748414806   -0.757934602
   12.926128698   -0.779345139   -0.770583421
   12.941462184   -0.810438040   -0.783063736
   12.956795670   -0.841668879   -0.795371111
   12.972129156   -0.873012281   -0.807501269
   12.987462642   -0.904442149   -0.819450098
   13.002796128   -0.935931706   -0.831213649
   13.018129614   -0.967453541   -0.842788139
   13.033463100   -0.998979659   -0.854169955
   13.048796586   -1.030481549   -0.865355650
   13.064130072   -1.061930250   -0.876341945
   13.079463558   -1.093296425   -0.887125730
   13.094797044   -1.124550441   -0.897704059
   13.110130530   -1.155662451   -0.908074155
   13.125464016   -1.186602471   -0.918233404
   13.140797502   -1.217340460   -0.928179352
   13.156130988   -1.247846388   -0.937909710
   13.171464474   -1.278090301   -0.947422344
   13.186797960   -1.308042379   -0.956715281
   13.202131446   -1.337672974   -0.965786700
   13.217464932   -1.366952651   -0.974634937
   13.232798418   -1.395852206   -0.983258477
   13.248131904   -1.424342686   -0.991655959
   13.263465390   -1.452395393   -0.999826168
   13.278798876   -1.479981887   -1.007768037
   13.294132362   -1.507073988   -1.015480645
   13.309465848   -1.533643772   -1.022963212
   13.324799334   -1.559663573   -1.030215097
   13.340132820   -1.585105994   -1.037235793
   13.355466306   -1.609943923   -1.044024927
   13.370799792   -1.634150552   -1.050582248
   13.386133278   -1.657699420   -1.056907628
   13.401466764   -1.680564456   -1.063001048
   13.416800250   -1.702720035   -1.068862596
   13.432133736   -1.724141048   -1.074492457
   13.447467222   -1.744802974   -1.079890902
   13.462800708   -1.764681961   -1.085058283
   13.478134194   -1.783754908   -1.089995020
   13.493467680   -1.801999545   -1.094701594
   13.508801166   -1.819394513   -1.099178534
   13.524134652   -1.835919435   -1.103426415
   13.539468138   -1.851554980   -1.107445845
   13.554801624   -1.866282917   -1.111237455
   13.570135110   -1.880086152   -1.114801901
   13.585468596   -1.892948765   -1.118139849
   13.600802082   -1.904856020   -1.121251975
   13.616135568   -1.915794375   -1.124138960
   13.631469054   -1.925751483   -1.126801486
   13.646802540   -1.934716179   -1.129240234
   13.662136026   -1.942678470   -1.131455883
   13.677469512   -1.949629520   -1.133449106
   13.692802998   -1.955561640   -1.135220569
   13.708136484   -1.960468275   -1.136770933
   13.723469970   -1.964344000   -1.138100849
   13.738803456   -1.967184531   -1.139210957
   13.754136942   -1.968986724   -1.140101887
   13.769470428   -1.969748603   -1.140774258
   13.784803914   -1.969469379   -1.141228671
   13.800137400   -1.968149482   -1.141465712
   13.815470886   -1.965790592   -1.141485949
   13.830804372   -1.962395671   -1.141289933
   13.846137858   -1.957968995   -1.140878190
   13.861471344   -1.952516179   -1.140251228
   13.876804830   -1.946044190   -1.139409533
   13.892138316   -1.938561360   -1.138353573
   13.907471802   -1.930077376   -1.137083796
   13.922805288   -1.920603267   -1.135600637
   13.938138774   -1.910151370   -1.133904520
   13.953472260   -1.898735292   -1.131995867
   13.968805746   -1.886369853   -1.129875097
   13.984139232   -1.873071027   -1.127542644
   13.999472718   -1.858855872   -1.124998956
   14.014806204   -1.843742459   -1.122244510
   14.030139690   -1.827749797   -1.119279817
   14.045473176   -1.810897770   -1.116105434
   14.060806662   -1.793207063   -1.112721973
   14.076140148   -1.774699110   -1.109130109
   14.091473634   -1.755396046   -1.105330586
   14.106807120   -1.735320663   -1.101324231
   14.122140606   -1.714496384   -1.097111954
   14.137474092   -1.692947240   -1.092694757
   14.152807578   -1.670697858   -1.088073740
   14.168141064   -1.647773452   -1.083250103
   14.183474550   -1.624199817   -1.078225152
   14.198808036   -1.600003327   -1.073000302
   14.214141522   -1.575210924   -1.067577080
   14.229475008   -1.549850108   -1.061957129
   14.244808494   -1.523948915   -1.056142211
   14.260141980   -1.497535895   -1.050134214
   14.275475466   -1.470640068   -1.043935154
   14.290808952   -1.443290883   -1.037547182
   14.306142438   -1.415518159   -1.030972594
   14.321475924   -1.387352028   -1.024213834
   14.336809410   -1.358822860   -1.017273502
   14.352142896   -1.329961200   -1.010154368
   14.367476382   -1.300797694   -1.002859376
   14.382809868   -1.271363020   -0.995391655
   14.398143354   -1.241687830   -0.987754525
   14.413476840   -1.211802688   -0.979951506
   14.428810326   -1.181738031   -0.971986323
   14.444143812   -1.151524124   -0.963862908
   14.459477298   -1.121191037   -0.955585407
   14.474810784   -1.090768623   -0.947158171
   14.490144270   -1.060286507   -0.938585760
   14.505477756   -1.029774075   -0.929872931
   14.520811242   -0.999260472   -0.921024633
   14.536144728   -0.968774587   -0.912045993
   14.551478214   -0.938345045   -0.902942304
   14.566811700   -0.908000188   -0.893719004
   14.582145186   -0.877768039   -0.884381663
   14.597478672   -0.847676266   -0.874935963
   14.612812158   -0.817752127   -0.865387677
   14.628145644   -0.788022402   -0.855742647
   14.643479130   -0.758513316   -0.846006769
   14.658812616   -0.729250458   -0.836185974
   14.674146102   -0.700258682   -0.826286207
   14.689479588   -0.671562023   -0.816313415
   14.704813074   -0.643183600   -0.806273532
   14.720146560   -0.615145532   -0.796172470
   14.735480046   -0.587468870   -0.786016109
   14.750813532   -0.560173533   -0.775810291
   14.766147018   -0.533278272   -0.765560813
   14.781480504   -0.506800643   -0.755273429
   14.796813990   -0.480757010   -0.744953843
   14.812147476   -0.455162563   -0.734607713
   14.827480962   -0.430031353   -0.724240651
   14.842814448   -0.405376345   -0.713858219
   14.858147934   -0.381209477   -0.703465934
   14.873481420   -0.357541733   -0.693069264
   14.888814906   -0.334383211   -0.682673627
   14.904148392   -0.311743188   -0.672284390
   14.919481878   -0.289630179   -0.661906858
   14.934815364   -0.268051980   -0.651546275
   14.950148850   -0.247015697   -0.641207809
   14.965482336   -0.226527756   -0.630896550
   14.980815822   -0.206593894   -0.620617491
   14.996149308   -0.187219138   -0.610375522
   15.011482794   -0.168407765   -0.600175414
   15.026816280   -0.150163248   -0.590021807
   15.042149766   -0.132488212   -0.579919197
   15.057483252   -0.115384370   -0.569871925
   15.072816738   -0.098852486   -0.559884161
   15.088150224   -0.082892338   -0.549959896
   15.103483710   -0.067502704   -0.540102931
   15.118817196   -0.052681376   -0.530316871
   15.134150682   -0.038425190   -0.520605117
   15.149484168   -0.024730097   -0.510970861
   15.164817654   -0.011591251   -0.501417083
   15.180151140    0.000996873   -0.491946554
   15.195484626    0.013040339   -0.482561829
   15.210818112    0.024545597   -0.473265256
   15.226151598    0.035519321   -0.464058977
   15.241485084    0.045968246   -0.454944931
   15.256818570    0.055899015   -0.445924860
   15.272152056    0.065318040   -0.437000317
   15.287485542    0.074231385   -0.428172674
   15.302819028    0.082644688   -0.419443123
   15.318152514    0.090563100   -0.410812691
   15.333486000    0.097991275   -0.402282246
   15.348819486    0.104933387   -0.393852502
   15.364152972    0.111393181   -0.385524033
   15.379486458    0.117374053   -0.377297277
   15.394819944    0.122879148   -0.369172549
   15.410153430    0.127911468   -0.361150048
   15.425486916    0.132473988   -0.353229866
   15.440820402    0.136569759   -0.345411999
   15.456153888    0.140201988   -0.337696358
   15.471487374    0.143374105   -0.330082774
   15.486820860    0.146089779   -0.322571012
   15.502154346    0.148352910   -0.315160780
   15.517487832    0.150167568   -0.307851737
   15.532821318    0.151537904   -0.300643500
   15.548154804    0.152468010   -0.293535656
   15.563488290    0.152961770   -0.286527767
   15.578821776    0.153022673   -0.279619374
   15.594155262    0.152653631   -0.272810005
   15.609488748    0.151856803   -0.266099179
   15.624822234    0.150633435   -0.259486404
   15.640155720    0.148983738   -0.252971181
   15.655489206    0.146906818   -0.246553003
   15.670822692    0.144400656   -0.240231356
   15.686156178    0.141462167   -0.234005708
   15.701489664    0.138087321   -0.227875517
   15.716823150    0.134271342   -0.221840215
   15.732156636    0.130008977   -0.215899214
   15.747490122    0.125294828   -0.210051894
   15.762823608    0.120123728   -0.204297604
   15.778157094    0.114491166   -0.198635655
   15.793490580    0.108393718   -0.193065321
   15.808824066    0.101829484   -0.187585834
   15.824157552    0.094798507   -0.182196391
   15.839491038    0.087303148   -0.176896147
   15.854824524    0.079348399   -0.171684230
   15.870158010    0.070942133   -0.166559734
   15.885491496    0.062095254   -0.161521738
   15.900824982    0.052821763   -0.156569303
   15.916158468    0.043138718   -0.151701492
   15.931491954    0.033066100   -0.146917371
   15.946825440    0.022626586   -0.142216024
   15.962158926    0.011845245   -0.137596561
   15.977492412    0.000749161   -0.133058128
   15.992825898   -0.010632986   -0.128599916
   16.008159384   -0.022271368   -0.124221165
   16.023492870   -0.034135464   -0.119921173
   16.038826356   -0.046194500   -0.115699291
   16.054159842   -0.058417850   -0.111554933
   16.069493328   -0.070775390   -0.107487563
   16.084826814   -0.083237779   -0.103496699
   16.100160300   -0.095776658   -0.099581898
   16.115493786   -0.108364771   -0.095742751
   16.130827272   -0.120975994   -0.091978869
   16.146160758   -0.133585283   -0.088289869
   16.161494244   -0.146168541   -0.084675365
   16.176827730   -0.158702430   -0.081134944
   16.192161216   -0.171164128   -0.077668162
   16.207494702   -0.183531054   -0.074274524
   16.222828188   -0.195780586   -0.070953475
   16.238161674   -0.207889779   -0.067704390
   16.253495160   -0.219835109   -0.064526565
   16.268828646   -0.231592263   -0.061419219
   16.284162132   -0.243135971   -0.058381484
   16.299495618   -0.254439913   -0.055412418
   16.314829104   -0.265476685   -0.052511003
   16.330162590   -0.276217850   -0.049676163
   16.345496076   -0.286634043   -0.046906770
   16.360829562   -0.296695152   -0.044201665
   16.376163048   -0.306370550   -0.041559675
   16.391496534   -0.315629367   -0.038979633
   16.406830020   -0.324440803   -0.036460400
   16.422163506   -0.332774443   -0.034000888
   16.437496992   -0.340600588   -0.031600081
   16.452830478   -0.347890565   -0.029257054
   16.468163964   -0.354617023   -0.026970997
   16.483497450   -0.360754189   -0.024741227
   16.498830936   -0.366278094   -0.022567204
   16.514164422   -0.371166750   -0.020448544
   16.529497908   -0.375400286   -0.018385024
   16.544831394   -0.378961045   -0.016376585
   16.560164880   -0.381833638   -0.014423338
   16.575498366   -0.384004974   -0.012525554
   16.590831852   -0.385464260   -0.010683661
   16.606165338   -0.386202986   -0.008898231
   16.621498824   -0.386214904   -0.007169972
   16.636832310   -0.385496001   -0.005499710
   16.652165796   -0.384044480   -0.003888369
   16.667499282   -0.381860744   -0.002336957
   16.682832768   -0.378947394   -0.000846544
   16.698166254   -0.375309230    0.000581758
   16.713499740   -0.370953263    0.001946817
   16.728833226   -0.365888722    0.003247502
   16.744166712   -0.360127064    0.004482704
   16.759500198   -0.353681964    0.005651356
   16.774833684   -0.346569290    0.006752456
   16.790167170   -0.338807054    0.007785085
   16.805500656   -0.330415324    0.008748427
   16.820834142   -0.321416104    0.009641792
   16.836167628   -0.311833178    0.010464631
   16.851501114   -0.301691910    0.011216559
   16.866834600   -0.291019008    0.011897372
   16.882168086   -0.279842265    0.012507066
   16.897501572   -0.268190267    0.013045854
   16.912835058   -0.256092100    0.013514187
   16.928168544   -0.243577050    0.013912766
   16.943502030   -0.230674315    0.014242562
   16.958835516   -0.217412744    0.014504825
   16.974169002   -0.203820618    0.014701099
   16.989502488   -0.189925468    0.014833230
   17.004835974   -0.175753959    0.014903372
   17.020169460   -0.161331835    0.014913990
   17.035502946   -0.146683929    0.014867859
   17.050836432   -0.131834234    0.014768060
   17.066169918   -0.116806040    0.014617970
   17.081503404   -0.101622121    0.014421250
   17.096836890   -0.086304960    0.014181827
   17.112170376   -0.070877006    0.013903874
   17.127503862   -0.055360936    0.013591783
   17.142837348   -0.039779922    0.013250140
   17.158170834   -0.024157859    0.012883696
   17.173504320   -0.008519571    0.012497331
   17.188837806    0.007109052    0.012096024
   17.204171292    0.022700973    0.011684821
   17.219504778    0.038228013    0.011268799
   17.234838264    0.053660924    0.010853039
   17.250171750    0.068969563    0.010442592
   17.265505236    0.084123128    0.010042458
   17.280838722    0.099090482    0.009657558
   17.296172208    0.113840527    0.009292716
   17.311505694    0.128342631    0.008952643
   17.326839180    0.142567088    0.008641922
   17.342172666    0.156485583    0.008364999
   17.357506152    0.170071653    0.008126179
   17.372839638    0.183301111    0.007929619
   17.388173124    0.196152434    0.007779331
   17.403506610    0.208607069    0.007679178
   17.418840096    0.220649673    0.007632881
   17.434173582    0.232268250    0.007644017
   17.449507068    0.243454189    0.007716024
   17.464840554    0.254202203    0.007852204
   17.480174040    0.264510161    0.008055723
   17.495507526    0.274378821    0.008329611
   17.510841012    0.283811477    0.008676763
   17.526174498    0.292813524    0.009099934
   17.541507984    0.301391971    0.009601740
   17.556841470    0.309554896    0.010184646
   17.572174956    0.317310894    0.010850967
   17.587508442    0.324668504    0.011602859
   17.602841928    0.331635658    0.012442311
   17.618175414    0.338219170    0.013371141
   17.633508900    0.344424257    0.014390989
   17.648842386    0.350254148    0.015503310
   17.664175872    0.355709747    0.016709374
   17.679509358    0.360789402    0.018010260
   17.694842844    0.365488751    0.019406856
   17.710176330    0.369800670    0.020899859
   17.725509816    0.373715308    0.022489779
   17.740843302    0.377220221    0.024176938
   17.756176788    0.380300576    0.025961478
   17.771510274    0.382939439    0.027843364
   17.786843760    0.385118124    0.029822392
   17.802177246    0.386816593    0.031898193
   17.817510732    0.388013894    0.034070241
   17.832844218    0.388688630    0.036337854
   17.848177704    0.388819437    0.038700205
   17.863511190    0.388385472    0.041156324
   17.878844676    0.387366876    0.043705099
   17.894178162    0.385745238    0.046345280
   17.909511648    0.383504014    0.049075483
   17.924845134    0.380628920    0.051894186
   17.940178620    0.377108281    0.054799734
   17.955512106    0.372933335    0.057790335
   17.970845592    0.368098489    0.060864061
   17.986179078    0.362601529    0.064018848
   18.001512564    0.356443772    0.067252496
   18.016846050    0.349630181    0.070562669
   18.032179536    0.342169419    0.073946899
   18.047513022    0.334073869    0.077402583
   18.062846508    0.325359602    0.080926993
   18.078179994    0.316046312    0.084517273
   18.093513480    0.306157205    0.088170448
   18.108846966    0.295718861    0.091883432
   18.124180452    0.284761062    0.095653028
   18.139513938    0.273316585    0.099475938
   18.154847424    0.261420983    0.103348771
   18.170180910    0.249112327    0.107268048
   18.185514396    0.236430937    0.111230208
   18.200847882    0.223419098    0.115231618
   18.216181368    0.210120748    0.119268577
   18.231514854    0.196581174    0.123337323
   18.246848340    0.182846680    0.127434041
   18.262181826    0.168964262    0.131554868
   18.277515312    0.154981274    0.135695903
   18.292848798    0.140945105    0.139853211
   18.308182284    0.126902848    0.144022839
   18.323515770    0.112900990    0.148200823
   18.338849256    0.098985110    0.152383200
   18.354182742    0.085199595    0.156566029
   18.369516228    0.071587375    0.160745401
   18.384849714    0.058189686    0.164917463
   18.400183200    0.045045861    0.169078439
   18.415516686    0.032193146    0.173224657
   18.430850172    0.019666553    0.177352568
   18.446183658    0.007498752    0.181458778
   18.461517144   -0.004280016    0.185540077
   18.476850630   -0.015641973    0.189593461
   18.492184116   -0.026561820    0.193616163
   18.507517602   -0.037016708    0.197605678
   18.522851088   -0.046986183    0.201559784
   18.538184574   -0.056452104    0.205476561
   18.553518060   -0.065398539    0.209354408
   18.568851546   -0.073811632    0.213192054
   18.584185032   -0.081679465    0.216988561
   18.599518518   -0.088991904    0.220743324
   18.614852004   -0.095740435    0.224456070
   18.630185490   -0.101918005    0.228126839
   18.645518976   -0.107518858    0.231755974
   18.660852462   -0.112538378    0.235344097
   18.676185948   -0.116972944    0.238892082
   18.691519434   -0.120819790    0.242401028
   18.706852920   -0.124076878    0.245872225
   18.722186406   -0.126742784    0.249307123
   18.737519892   -0.128816601    0.252707297
   18.752853378   -0.130297846    0.256074416
   18.768186864   -0.131186391    0.259410208
   18.783520350   -0.131482388    0.262716434
   18.798853836   -0.131186223    0.265994862
   18.814187322   -0.130298461    0.269247247
   18.829520808   -0.128819812    0.272475311
   18.844854294   -0.126751087    0.275680735
   18.860187780   -0.124093181    0.278865150
   18.875521266   -0.120847038    0.282030138
   18.890854752   -0.117013640    0.285177232
   18.906188238   -0.112593997    0.288307924
   18.921521724   -0.107589138    0.291423678
   18.936855210   -0.102000127    0.294525946
   18.952188696   -0.095828073    0.297616179
   18.967522182   -0.089074172    0.300695850
   18.982855668   -0.081739749    0.303766473
   18.998189154   -0.073826327    0.306829622
   19.013522640   -0.065335712    0.309886948
   19.028856126   -0.056270093    0.312940197
   19.044189612   -0.046632164    0.315991230
   19.059523098   -0.036425266    0.319042028
   19.074856584   -0.025653535    0.322094709
   19.090190070   -0.014322070    0.325151534
   19.105523556   -0.002437107    0.328214912
   19.120857042    0.009993804    0.331287396
   19.136190528    0.022961624    0.334371692
   19.151524014    0.036455655    0.337470645
   19.166857500    0.050463382    0.340587237
   19.182190986    0.064970330    0.343724574
   19.197524472    0.079959952    0.346885878
   19.212857958    0.095413531    0.350074472
   19.228191444    0.111310117    0.353293762
   19.243524930    0.127626499    0.356547223
   19.258858416    0.144337207    0.359838381
   19.274191902    0.161414546    0.363170792
   19.289525388    0.178828667    0.366548024
   19.304858874    0.196547667    0.369973637
   19.320192360    0.214537723    0.373451159
   19.335525846    0.232763244    0.376984070
   19.350859332    0.251187054    0.380575778
   19.366192818    0.269770593    0.384229596
   19.381526304    0.288474133    0.387948727
   19.396859790    0.307257009    0.391736238
   19.412193276    0.326077861    0.395595043
   19.427526762    0.344894884    0.399527884
   19.442860248    0.363666089    0.403537312
   19.458193734    0.382349563    0.407625669
   19.473527220    0.400903745    0.411795076
   19.488860706    0.419287698    0.416047416
   19.504194192    0.437461395    0.420384322
   19.519527678    0.455386002    0.424807168
   19.534861164    0.473024174    0.429317060
   19.550194650    0.490340346    0.433914831
   19.565528136    0.507301031    0.438601033
   19.580861622    0.523875115    0.443375942
   19.596195108    0.540034144    0.448239554
   19.611528594    0.555752603    0.453191589
   19.626862080    0.571008173    0.458231497
   19.642195566    0.585781966    0.463358463
   19.657529052    0.600058730    0.468571417
   19.672862538    0.613827009    0.473869043
   19.688196024    0.627079255    0.479249794
   19.703529510    0.639811887    0.484711899
   19.718862996    0.652025285    0.490253379
   19.734196482    0.663723717    0.495872063
   19.749529968    0.674915198    0.501565599
   19.764863454    0.685611275    0.507331471
   19.780196940    0.695826743    0.513167010
   19.795530426    0.705579295    0.519069413
   19.810863912    0.714889118    0.525035750
   19.826197398    0.723778433    0.531062985
   19.841530884    0.732271004    0.537147981
   19.856864370    0.740391620    0.543287518
   19.872197856    0.748165571    0.549478298
   19.887531342    0.755618123    0.555716962
   19.902864828    0.762774031    0.562000093
   19.918198314    0.769657072    0.568324231
