
     Program AVERAGE v.5.1 starts on 18Jun2018 at 21:13:10 

     This program is part of the open-source Quantum ESPRESSO suite
     for quantum simulation of materials; please cite
         "P. Giannozzi et al., J. Phys.:Condens. Matter 21 395502 (2009);
          URL http://www.quantum-espresso.org", 
     in publications or presentations arising from this work. More details at
     http://www.quantum-espresso.org/quote

     Parallel version (MPI), running on     1 processors
     Reading header from file  Au_CO_tmp.pp

   Info: using nr1, nr2, nr3 values from input

   Info: using nr1s, nr2s, nr3s values from input

     G-vector sticks info
     --------------------
     sticks:   dense  smooth     PW     G-vecs:    dense   smooth      PW
     Sum         649     313     97               114417    40121    6739
     Tot         325     157     49

     Reading data from file  Au_CO_tmp.pp
    5.167384782   -0.588728817   -0.652727847
    5.182718268   -0.558851452   -0.639772395
    5.198051754   -0.529252846   -0.626670281
    5.213385240   -0.499953187   -0.613426797
    5.228718726   -0.470971678   -0.600047379
    5.244052212   -0.442326504   -0.586537605
    5.259385698   -0.414034798   -0.572903187
    5.274719184   -0.386112618   -0.559149974
    5.290052670   -0.358574933   -0.545283942
    5.305386156   -0.331435607   -0.531311196
    5.320719642   -0.304707400   -0.517237959
    5.336053128   -0.278401976   -0.503070568
    5.351386614   -0.252529910   -0.488815474
    5.366720100   -0.227100703   -0.474479227
    5.382053586   -0.202122812   -0.460068477
    5.397387072   -0.177603663   -0.445589963
    5.412720558   -0.153549685   -0.431050510
    5.428054044   -0.129966334   -0.416457016
    5.443387530   -0.106858116   -0.401816454
    5.458721016   -0.084228612   -0.387135857
    5.474054502   -0.062080502   -0.372422314
    5.489387988   -0.040415579   -0.357682965
    5.504721474   -0.019234767   -0.342924991
    5.520054960    0.001461863   -0.328155609
    5.535388446    0.021675083   -0.313382066
    5.550721932    0.041406497   -0.298611630
    5.566055418    0.060658524   -0.283851586
    5.581388904    0.079434384   -0.269109227
    5.596722390    0.097738078   -0.254391849
    5.612055876    0.115574362   -0.239706745
    5.627389362    0.132948718   -0.225061195
    5.642722848    0.149867310   -0.210462462
    5.658056334    0.166336938   -0.195917785
    5.673389820    0.182364987   -0.181434371
    5.688723306    0.197959354   -0.167019389
    5.704056792    0.213128387   -0.152679960
    5.719390278    0.227880800   -0.138423154
    5.734723764    0.242225598   -0.124255981
    5.750057250    0.256171990   -0.110185385
    5.765390736    0.269729305   -0.096218234
    5.780724222    0.282906913   -0.082361319
    5.796057708    0.295714141   -0.068621343
    5.811391194    0.308160203   -0.055004918
    5.826724680    0.320254139   -0.041518559
    5.842058166    0.332004753   -0.028168677
    5.857391652    0.343420570   -0.014961577
    5.872725138    0.354509801   -0.001903451
    5.888058624    0.365280320    0.010999623
    5.903392110    0.375739649    0.023741688
    5.918725596    0.385894954    0.036316908
    5.934059082    0.395753052    0.048719574
    5.949392568    0.405320420    0.060944104
    5.964726054    0.414603218    0.072985044
    5.980059540    0.423607303    0.084837076
    5.995393026    0.432338263    0.096495014
    6.010726512    0.440801433    0.107953807
    6.026059998    0.449001925    0.119208543
    6.041393484    0.456944648    0.130254446
    6.056726970    0.464634330    0.141086879
    6.072060456    0.472075532    0.151701345
    6.087393942    0.479272664    0.162093487
    6.102727428    0.486229990    0.172259086
    6.118060914    0.492951640    0.182194065
    6.133394400    0.499441611    0.191894485
    6.148727886    0.505703770    0.201356542
    6.164061372    0.511741852    0.210576574
    6.179394858    0.517559463    0.219551049
    6.194728344    0.523160078    0.228276571
    6.210061830    0.528547041    0.236749876
    6.225395316    0.533723568    0.244967827
    6.240728802    0.538692750    0.252927415
    6.256062288    0.543457553    0.260625755
    6.271395774    0.548020826    0.268060084
    6.286729260    0.552385303    0.275227758
    6.302062746    0.556553611    0.282126250
    6.317396232    0.560528277    0.288753149
    6.332729718    0.564311728    0.295106157
    6.348063204    0.567906296    0.301183086
    6.363396690    0.571314224    0.306981858
    6.378730176    0.574537662    0.312500505
    6.394063662    0.577578668    0.317737164
    6.409397148    0.580439203    0.322690081
    6.424730634    0.583121131    0.327357606
    6.440064120    0.585626208    0.331738194
    6.455397606    0.587956079    0.335830405
    6.470731092    0.590112270    0.339632901
    6.486064578    0.592096186    0.343144450
    6.501398064    0.593909098    0.346363920
    6.516731550    0.595552146    0.349290281
    6.532065036    0.597026337    0.351922604
    6.547398522    0.598332540    0.354260059
    6.562732008    0.599471493    0.356301915
    6.578065494    0.600443807    0.358047537
    6.593398980    0.601249969    0.359496388
    6.608732466    0.601890354    0.360648024
    6.624065952    0.602365229    0.361502096
    6.639399438    0.602674767    0.362058345
    6.654732924    0.602819050    0.362316607
    6.670066410    0.602798082    0.362276807
    6.685399896    0.602611792    0.361938961
    6.700733382    0.602260038    0.361303177
    6.716066868    0.601742612    0.360369650
    6.731400354    0.601059236    0.359138670
    6.746733840    0.600209564    0.357610617
    6.762067326    0.599193171    0.355785964
    6.777400812    0.598009552    0.353665276
    6.792734298    0.596658108    0.351249216
    6.808067784    0.595138144    0.348538542
    6.823401270    0.593448851    0.345534109
    6.838734756    0.591589304    0.342236872
    6.854068242    0.589558450    0.338647886
    6.869401728    0.587355100    0.334768310
    6.884735214    0.584977930    0.330599402
    6.900068700    0.582425471    0.326142526
    6.915402186    0.579696112    0.321399152
    6.930735672    0.576788103    0.316370854
    6.946069158    0.573699555    0.311059312
    6.961402644    0.570428447    0.305466313
    6.976736130    0.566972633    0.299593755
    6.992069616    0.563329848    0.293443640
    7.007403102    0.559497717    0.287018082
    7.022736588    0.555473760    0.280319305
    7.038070074    0.551255401    0.273349645
    7.053403560    0.546839971    0.266111552
    7.068737046    0.542224713    0.258607589
    7.084070532    0.537406784    0.250840437
    7.099404018    0.532383257    0.242812896
    7.114737504    0.527151114    0.234527886
    7.130070990    0.521707251    0.225988453
    7.145404476    0.516048467    0.217197768
    7.160737962    0.510171461    0.208159129
    7.176071448    0.504072825    0.198875966
    7.191404934    0.497749035    0.189351844
    7.206738420    0.491196445    0.179590462
    7.222071906    0.484411273    0.169595654
    7.237405392    0.477389597    0.159371396
    7.252738878    0.470127339    0.148921802
    7.268072364    0.462620258    0.138251127
    7.283405850    0.454863934    0.127363767
    7.298739336    0.446853759    0.116264259
    7.314072822    0.438584921    0.104957281
    7.329406308    0.430052388    0.093447649
    7.344739794    0.421250894    0.081740319
    7.360073280    0.412174923    0.069840385
    7.375406766    0.402818691    0.057753076
    7.390740252    0.393176133    0.045483753
    7.406073738    0.383240885    0.033037911
    7.421407224    0.373006273    0.020421173
    7.436740710    0.362465307    0.007639288
    7.452074196    0.351610673   -0.005301872
    7.467407682    0.340434733   -0.018396313
    7.482741168    0.328929538   -0.031637926
    7.498074654    0.317086836   -0.045020486
    7.513408140    0.304898101   -0.058537661
    7.528741626    0.292354560   -0.072183013
    7.544075112    0.279447239   -0.085950002
    7.559408598    0.266167007   -0.099831994
    7.574742084    0.252504639   -0.113822264
    7.590075570    0.238450880   -0.127914001
    7.605409056    0.223996513   -0.142100317
    7.620742542    0.209132442   -0.156374249
    7.636076028    0.193849766   -0.170728770
    7.651409514    0.178139864   -0.185156793
    7.666743000    0.161994472   -0.199651178
    7.682076486    0.145405764   -0.214204742
    7.697409972    0.128366427   -0.228810262
    7.712743458    0.110869724   -0.243460487
    7.728076944    0.092909561   -0.258148139
    7.743410430    0.074480543   -0.272865929
    7.758743916    0.055578013   -0.287606556
    7.774077402    0.036198097   -0.302362719
    7.789410888    0.016337734   -0.317127120
    7.804744374   -0.004005303   -0.331892477
    7.820077860   -0.024832387   -0.346651523
    7.835411346   -0.046144020   -0.361397020
    7.850744832   -0.067939830   -0.376121760
    7.866078318   -0.090218556   -0.390818574
    7.881411804   -0.112978043   -0.405480340
    7.896745290   -0.136215234   -0.420099986
    7.912078776   -0.159926157   -0.434670500
    7.927412262   -0.184105914   -0.449184933
    7.942745748   -0.208748668   -0.463636409
    7.958079234   -0.233847620   -0.478018130
    7.973412720   -0.259394997   -0.492323384
    7.988746206   -0.285382021   -0.506545548
    8.004079692   -0.311798898   -0.520678098
    8.019413178   -0.338634788   -0.534714615
    8.034746664   -0.365877793   -0.548648789
    8.050080150   -0.393514939   -0.562474427
    8.065413636   -0.421532167   -0.576185456
    8.080747122   -0.449914324   -0.589775931
    8.096080608   -0.478645173   -0.603240037
    8.111414094   -0.507707398   -0.616572096
    8.126747580   -0.537082622   -0.629766568
    8.142081066   -0.566751433   -0.642818055
    8.157414552   -0.596693418   -0.655721306
    8.172748038   -0.626887201   -0.668471215
    8.188081524   -0.657310490   -0.681062829
    8.203415010   -0.687940125   -0.693491344
    8.218748496   -0.718752136   -0.705752111
    8.234081982   -0.749721794   -0.717840632
    8.249415468   -0.780823673   -0.729752568
    8.264748954   -0.812031701   -0.741483732
    8.280082440   -0.843319224   -0.753030097
    8.295415926   -0.874659052   -0.764387791
    8.310749412   -0.906023516   -0.775553103
    8.326082898   -0.937384516   -0.786522479
    8.341416384   -0.968713565   -0.797292525
    8.356749870   -0.999981838   -0.807860006
    8.372083356   -1.031160210   -0.818221850
    8.387416842   -1.062219298   -0.828375145
    8.402750328   -1.093129502   -0.838317140
    8.418083814   -1.123861043   -0.848045244
    8.433417300   -1.154384002   -0.857557028
    8.448750786   -1.184668362   -0.866850224
    8.464084272   -1.214684049   -0.875922721
    8.479417758   -1.244400970   -0.884772566
    8.494751244   -1.273789062   -0.893397962
    8.510084730   -1.302818328   -0.901797265
    8.525418216   -1.331458888   -0.909968980
    8.540751702   -1.359681017   -0.917911761
    8.556085188   -1.387455192   -0.925624403
    8.571418674   -1.414752130   -0.933105840
    8.586752160   -1.441542834   -0.940355140
    8.602085646   -1.467798627   -0.947371502
    8.617419132   -1.493491189   -0.954154244
    8.632752618   -1.518592600   -0.960702805
    8.648086104   -1.543075362   -0.967016736
    8.663419590   -1.566912442   -0.973095690
    8.678753076   -1.590077301   -0.978939422
    8.694086562   -1.612543922   -0.984547776
    8.709420048   -1.634286852   -0.989920681
    8.724753534   -1.655281229   -0.995058147
    8.740087020   -1.675502824   -0.999960248
    8.755420506   -1.694928079   -1.004627126
    8.770753992   -1.713534153   -1.009058975
    8.786087478   -1.731298965   -1.013256038
    8.801420964   -1.748201244   -1.017218596
    8.816754450   -1.764220586   -1.020946963
    8.832087936   -1.779337503   -1.024441479
    8.847421422   -1.793533481   -1.027702499
    8.862754908   -1.806791034   -1.030730389
    8.878088394   -1.819093760   -1.033525521
    8.893421880   -1.830426388   -1.036088260
    8.908755366   -1.840774830   -1.038418966
    8.924088852   -1.850126219   -1.040517983
    8.939422338   -1.858468946   -1.042385635
    8.954755824   -1.865792691   -1.044022225
    8.970089310   -1.872088441   -1.045428026
    8.985422796   -1.877348506   -1.046603285
    9.000756282   -1.881566527   -1.047548212
    9.016089768   -1.884737475   -1.048262985
    9.031423254   -1.886857647   -1.048747746
    9.046756740   -1.887924659   -1.049002601
    9.062090226   -1.887937429   -1.049027618
    9.077423712   -1.886896166   -1.048822829
    9.092757198   -1.884802353   -1.048388231
    9.108090684   -1.881658733   -1.047723785
    9.123424170   -1.877469299   -1.046829419
    9.138757656   -1.872239277   -1.045705028
    9.154091142   -1.865975121   -1.044350476
    9.169424628   -1.858684503   -1.042765599
    9.184758114   -1.850376314   -1.040950209
    9.200091600   -1.841060653   -1.038904091
    9.215425086   -1.830748826   -1.036627011
    9.230758572   -1.819453340   -1.034118719
    9.246092058   -1.807187896   -1.031378951
    9.261425544   -1.793967374   -1.028407431
    9.276759030   -1.779807817   -1.025203883
    9.292092516   -1.764726408   -1.021768029
    9.307426002   -1.748741438   -1.018099599
    9.322759488   -1.731872264   -1.014198335
    9.338092974   -1.714139272   -1.010064001
    9.353426460   -1.695563813   -1.005696387
    9.368759946   -1.676168152   -1.001095317
    9.384093432   -1.655975402   -0.996260662
    9.399426918   -1.635009454   -0.991192342
    9.414760404   -1.613294910   -0.985890339
    9.430093890   -1.590857015   -0.980354705
    9.445427376   -1.567721587   -0.974585567
    9.460760862   -1.543914956   -0.968583141
    9.476094348   -1.519463908   -0.962347735
    9.491427834   -1.494395628   -0.955879762
    9.506761320   -1.468737660   -0.949179741
