
     Program AVERAGE v.5.1 starts on 18Jun2018 at 16: 3:20 

     This program is part of the open-source Quantum ESPRESSO suite
     for quantum simulation of materials; please cite
         "P. Giannozzi et al., J. Phys.:Condens. Matter 21 395502 (2009);
          URL http://www.quantum-espresso.org", 
     in publications or presentations arising from this work. More details at
     http://www.quantum-espresso.org/quote

     Parallel version (MPI), running on     1 processors
     Reading header from file  Au_tmp.pp

   Info: using nr1, nr2, nr3 values from input

   Info: using nr1s, nr2s, nr3s values from input

     G-vector sticks info
     --------------------
     sticks:   dense  smooth     PW     G-vecs:    dense   smooth      PW
     Sum         649     313     97               100611    35335    5899
     Tot         325     157     49

     Reading data from file  Au_tmp.pp
    8.417702384   -1.274525272   -0.929236848
    8.431192292   -1.300612557   -0.936912244
    8.444682199   -1.326440589   -0.944414816
    8.458172107   -1.351988992   -0.951743426
    8.471662015   -1.377237474   -0.958897028
    8.485151922   -1.402165842   -0.965874659
    8.498641830   -1.426754018   -0.972675447
    8.512131738   -1.450982057   -0.979298600
    8.525621645   -1.474830159   -0.985743411
    8.539111553   -1.498278686   -0.992009250
    8.552601461   -1.521308175   -0.998095564
    8.566091368   -1.543899355   -1.004001875
    8.579581276   -1.566033163   -1.009727777
    8.593071184   -1.587690761   -1.015272928
    8.606561091   -1.608853555   -1.020637054
    8.620050999   -1.629503215   -1.025819939
    8.633540907   -1.649621694   -1.030821427
    8.647030814   -1.669191254   -1.035641412
    8.660520722   -1.688194490   -1.040279838
    8.674010630   -1.706614354   -1.044736696
    8.687500537   -1.724434183   -1.049012013
    8.700990445   -1.741637729   -1.053105858
    8.714480353   -1.758209187   -1.057018328
    8.727970260   -1.774133225   -1.060749549
    8.741460168   -1.789395013   -1.064299673
    8.754950076   -1.803980254   -1.067668867
    8.768439983   -1.817875215   -1.070857318
    8.781929891   -1.831066751   -1.073865222
    8.795419799   -1.843542337   -1.076692783
    8.808909706   -1.855290087   -1.079340211
    8.822399614   -1.866298784   -1.081807715
    8.835889522   -1.876557898   -1.084095503
    8.849379429   -1.886057602   -1.086203777
    8.862869337   -1.894788794   -1.088132732
    8.876359245   -1.902743108   -1.089882553
    8.889849152   -1.909912925   -1.091453411
    8.903339060   -1.916291382   -1.092845464
    8.916828968   -1.921872381   -1.094058853
    8.930318875   -1.926650593   -1.095093703
    8.943808783   -1.930621463   -1.095950119
    8.957298691   -1.933781210   -1.096628187
    8.970788598   -1.936126829   -1.097127970
    8.984278506   -1.937656094   -1.097449512
    8.997768414   -1.938367553   -1.097592835
    9.011258321   -1.938260533   -1.097557939
    9.024748229   -1.937335136   -1.097344800
    9.038238137   -1.935592238   -1.096953373
    9.051728044   -1.933033493   -1.096383593
    9.065217952   -1.929661324   -1.095635370
    9.078707860   -1.925478931   -1.094708595
    9.092197767   -1.920490283   -1.093603138
    9.105687675   -1.914700120   -1.092318852
    9.119177583   -1.908113948   -1.090855567
    9.132667490   -1.900738037   -1.089213102
    9.146157398   -1.892579415   -1.087391255
    9.159647306   -1.883645861   -1.085389815
    9.173137213   -1.873945897   -1.083208555
    9.186627121   -1.863488776   -1.080847243
    9.200117029   -1.852284472   -1.078305636
    9.213606936   -1.840343660   -1.075583490
    9.227096844   -1.827677701   -1.072680557
    9.240586752   -1.814298621   -1.069596592
    9.254076659   -1.800219087   -1.066331354
    9.267566567   -1.785452383   -1.062884613
    9.281056475   -1.770012384   -1.059256150
    9.294546382   -1.753913526   -1.055445761
    9.308036290   -1.737170778   -1.051453265
    9.321526198   -1.719799609   -1.047278504
    9.335016105   -1.701815959   -1.042921350
    9.348506013   -1.683236209   -1.038381707
    9.361995921   -1.664077147   -1.033659517
    9.375485828   -1.644355943   -1.028754765
    9.388975736   -1.624090118   -1.023667480
    9.402465644   -1.603297516   -1.018397742
    9.415955551   -1.581996280   -1.012945687
    9.429445459   -1.560204828   -1.007311505
    9.442935367   -1.537941831   -1.001495452
    9.456425274   -1.515226194   -0.995497848
    9.469915182   -1.492077035   -0.989319081
    9.483405090   -1.468513670   -0.982959613
    9.496894997   -1.444555595   -0.976419978
    9.510384905   -1.420222476   -0.969700791
    9.523874813   -1.395534130   -0.962802744
    9.537364720   -1.370510511   -0.955726613
    9.550854628   -1.345171702   -0.948473260
    9.564344536   -1.319537895   -0.941043630
    9.577834443   -1.293629377   -0.933438758
    9.591324351   -1.267466517   -0.925659769
    9.604814259   -1.241069747   -0.917707879
    9.618304166   -1.214459543   -0.909584393
    9.631794074   -1.187656408   -0.901290713
    9.645283982   -1.160680846   -0.892828333
    9.658773889   -1.133553345   -0.884198842
    9.672263797   -1.106294347   -0.875403924
    9.685753705   -1.078924224   -0.866445359
    9.699243612   -1.051463255   -0.857325025
    9.712733520   -1.023931591   -0.848044894
    9.726223428   -0.996349231   -0.838607037
    9.739713335   -0.968735991   -0.829013622
    9.753203243   -0.941111474   -0.819266914
    9.766693151   -0.913495041   -0.809369275
    9.780183058   -0.885905781   -0.799323165
    9.793672966   -0.858362480   -0.789131142
    9.807162874   -0.830883594   -0.778795858
    9.820652781   -0.803487222   -0.768320065
    9.834142689   -0.776191075   -0.757706610
    9.847632597   -0.749012456   -0.746958434
    9.861122504   -0.721968227   -0.736078577
    9.874612412   -0.695074795   -0.725070168
    9.888102320   -0.668348080   -0.713936434
    9.901592227   -0.641803502   -0.702680693
    9.915082135   -0.615455957   -0.691306355
    9.928572043   -0.589319800   -0.679816918
    9.942061950   -0.563408831   -0.668215972
    9.955551858   -0.537736274   -0.656507192
    9.969041766   -0.512314772   -0.644694341
    9.982531673   -0.487156366   -0.632781265
    9.996021581   -0.462272493   -0.620771892
   10.009511489   -0.437673971   -0.608670231
   10.023001396   -0.413370999   -0.596480369
   10.036491304   -0.389373144   -0.584206469
   10.049981212   -0.365689343   -0.571852767
   10.063471119   -0.342327900   -0.559423570
   10.076961027   -0.319296485   -0.546923255
   10.090450935   -0.296602135   -0.534356261
   10.103940842   -0.274251258   -0.521727092
   10.117430750   -0.252249637   -0.509040310
   10.130920658   -0.230602435   -0.496300535
   10.144410565   -0.209314202   -0.483512438
   10.157900473   -0.188388884   -0.470680741
   10.171390381   -0.167829828   -0.457810209
   10.184880288   -0.147639796   -0.444905653
   10.198370196   -0.127820973   -0.431971922
   10.211860104   -0.108374975   -0.419013899
   10.225350011   -0.089302866   -0.406036498
   10.238839919   -0.070605166   -0.393044663
   10.252329827   -0.052281864   -0.380043360
   10.265819734   -0.034332429   -0.367037575
   10.279309642   -0.016755827   -0.354032312
   10.292799550    0.000449468   -0.341032586
   10.306289457    0.017285456   -0.328043421
   10.319779365    0.033754601   -0.315069847
   10.333269273    0.049859805   -0.302116894
   10.346759180    0.065604397   -0.289189590
   10.360249088    0.080992108   -0.276292958
   10.373738996    0.096027052   -0.263432009
   10.387228903    0.110713699   -0.250611742
   10.400718811    0.125056851   -0.237837140
   10.414208719    0.139061611   -0.225113163
   10.427698626    0.152733356   -0.212444749
   10.441188534    0.166077703   -0.199836808
   10.454678442    0.179100475   -0.187294218
   10.468168349    0.191807665   -0.174821823
   10.481658257    0.204205398   -0.162424430
   10.495148165    0.216299898   -0.150106804
   10.508638072    0.228097444   -0.137873665
   10.522127980    0.239604339   -0.125729687
   10.535617888    0.250826867   -0.113679491
   10.549107795    0.261771261   -0.101727645
   10.562597703    0.272443673   -0.089878661
   10.576087611    0.282850134   -0.078136991
   10.589577518    0.292996537   -0.066507024
   10.603067426    0.302888607   -0.054993085
   10.616557334    0.312531881   -0.043599431
   10.630047241    0.321931694   -0.032330250
   10.643537149    0.331093167   -0.021189659
   10.657027057    0.340021197   -0.010181702
   10.670516964    0.348720459    0.000689654
   10.684006872    0.357195401    0.011420516
   10.697496780    0.365450255    0.022007068
   10.710986687    0.373489039    0.032445575
   10.724476595    0.381315573    0.042732378
   10.737966503    0.388933489    0.052863901
   10.751456410    0.396346248    0.062836645
   10.764946318    0.403557153    0.072647194
   10.778436226    0.410569371    0.082292209
   10.791926133    0.417385941    0.091768436
   10.805416041    0.424009797    0.101072696
   10.818905949    0.430443779    0.110201893
   10.832395856    0.436690644    0.119153009
   10.845885764    0.442753080    0.127923105
   10.859375672    0.448633711    0.136509320
   10.872865579    0.454335106    0.144908870
   10.886355487    0.459859782    0.153119050
   10.899845395    0.465210204    0.161137229
   10.913335302    0.470388787    0.168960854
   10.926825210    0.475397893    0.176587446
   10.940315118    0.480239828    0.184014600
   10.953805025    0.484916836    0.191239988
   10.967294933    0.489431098    0.198261353
   10.980784841    0.493784722    0.205076515
   10.994274748    0.497979741    0.211683364
   11.007764656    0.502018109    0.218079865
   11.021254564    0.505901692    0.224264055
   11.034744471    0.509632274    0.230234044
   11.048234379    0.513211545    0.235988014
   11.061724287    0.516641110    0.241524221
   11.075214194    0.519922481    0.246840991
   11.088704102    0.523057087    0.251936725
   11.102194010    0.526046269    0.256809893
   11.115683917    0.528891289    0.261459041
   11.129173825    0.531593331    0.265882783
   11.142663733    0.534153507    0.270079807
   11.156153640    0.536572861    0.274048874
   11.169643548    0.538852372    0.277788815
   11.183133456    0.540992957    0.281298533
   11.196623363    0.542995477    0.284577002
   11.210113271    0.544860738    0.287623270
   11.223603179    0.546589490    0.290436452
   11.237093086    0.548182430    0.293015736
   11.250582994    0.549640200    0.295360383
   11.264072902    0.550963385    0.297469719
   11.277562809    0.552152513    0.299343146
   11.291052717    0.553208051    0.300980132
   11.304542625    0.554130400    0.302380216
   11.318032532    0.554919896    0.303543008
   11.331522440    0.555576801    0.304468186
   11.345012348    0.556101307    0.305155498
   11.358502255    0.556493529    0.305604761
   11.371992163    0.556753503    0.305815861
   11.385482071    0.556881189    0.305788754
   11.398971978    0.556876467    0.305523465
   11.412461886    0.556739139    0.305020087
   11.425951794    0.556468931    0.304278784
   11.439441701    0.556065495    0.303299789
   11.452931609    0.555528414    0.302083404
   11.466421517    0.554857198    0.300630002
   11.479911424    0.554051297    0.298940025
   11.493401332    0.553110097    0.297013985
   11.506891240    0.552032925    0.294852466
   11.520381147    0.550819054    0.292456122
   11.533871055    0.549467700    0.289825678
   11.547360963    0.547978027    0.286961931
   11.560850870    0.546349146    0.283865749
   11.574340778    0.544580112    0.280538073
   11.587830686    0.542669924    0.276979915
   11.601320593    0.540617524    0.273192360
   11.614810501    0.538421789    0.269176565
   11.628300409    0.536081530    0.264933760
   11.641790316    0.533595489    0.260465249
   11.655280224    0.530962332    0.255772408
   11.668770132    0.528180644    0.250856685
   11.682260039    0.525248930    0.245719604
   11.695749947    0.522165607    0.240362760
   11.709239855    0.518929003    0.234787822
   11.722729762    0.515537361    0.228996532
   11.736219670    0.511988830    0.222990706
   11.749709578    0.508281476    0.216772234
   11.763199485    0.504413277    0.210343078
   11.776689393    0.500382131    0.203705275
   11.790179301    0.496185860    0.196860937
   11.803669208    0.491822211    0.189812247
   11.817159116    0.487288869    0.182561466
   11.830649024    0.482583454    0.175110927
   11.844138931    0.477703532    0.167463041
   11.857628839    0.472646616    0.159620292
   11.871118747    0.467410169    0.151585242
   11.884608654    0.461991608    0.143360529
   11.898098562    0.456388299    0.134948868
   11.911588470    0.450597557    0.126353052
   11.925078377    0.444616642    0.117575952
   11.938568285    0.438442748    0.108620519
   11.952058193    0.432072997    0.099489781
   11.965548100    0.425504429    0.090186848
   11.979038008    0.418733982    0.080714909
   11.992527916    0.411758486    0.071077233
   12.006017823    0.404574638    0.061277171
   12.019507731    0.397178996    0.051318154
   12.032997639    0.389567952    0.041203692
   12.046487546    0.381737728    0.030937377
   12.059977454    0.373684351    0.020522880
   12.073467362    0.365403648    0.009963950
   12.086957269    0.356891237   -0.000735586
   12.100447177    0.348142514   -0.011571821
   12.113937085    0.339152656   -0.022540777
   12.127426992    0.329916618   -0.033638399
   12.140916900    0.320429143   -0.044860560
   12.154406808    0.310684764   -0.056203063
   12.167896715    0.300677824   -0.067661642
   12.181386623    0.290402489   -0.079231965
   12.194876531    0.279852773   -0.090909637
   12.208366438    0.269022561   -0.102690201
   12.221856346    0.257905639   -0.114569141
   12.235346254    0.246495725   -0.126541887
   12.248836161    0.234786503   -0.138603815
   12.262326069    0.222771657   -0.150750253
   12.275815977    0.210444914   -0.162976480
   12.289305884    0.197800071   -0.175277733
   12.302795792    0.184831042   -0.187649209
   12.316285700    0.171531892   -0.200086068
   12.329775607    0.157896871   -0.212583437
   12.343265515    0.143920453   -0.225136411
   12.356755423    0.129597367   -0.237740061
   12.370245330    0.114922631   -0.250389432
   12.383735238    0.099891580   -0.263079552
   12.397225146    0.084499893   -0.275805430
   12.410715053    0.068743623   -0.288562065
   12.424204961    0.052619217   -0.301344445
   12.437694869    0.036123539   -0.314147553
   12.451184776    0.019253893   -0.326966369
   12.464674684    0.002008036   -0.339795878
   12.478164592   -0.015615800   -0.352631066
   12.491654499   -0.033618893   -0.365466932
   12.505144407   -0.052002017   -0.378298486
   12.518634315   -0.070765428   -0.391120753
   12.532124222   -0.089908850   -0.403928783
   12.545614130   -0.109431464   -0.416717645
   12.559104038   -0.129331892   -0.429482439
   12.572593945   -0.149608191   -0.442218294
   12.586083853   -0.170257839   -0.454920376
   12.599573761   -0.191277726   -0.467583889
   12.613063668   -0.212664143   -0.480204079
   12.626553576   -0.234412777   -0.492776238
   12.640043484   -0.256518696   -0.505295705
   12.653533391   -0.278976352   -0.517757876
   12.667023299   -0.301779565   -0.530158197
   12.680513207   -0.324921526   -0.542492177
   12.694003114   -0.348394791   -0.554755384
   12.707493022   -0.372191276   -0.566943453
   12.720982930   -0.396302261   -0.579052084
   12.734472837   -0.420718390   -0.591077049
   12.747962745   -0.445429671   -0.603014192
   12.761452653   -0.470425482   -0.614859431
   12.774942560   -0.495694579   -0.626608762
   12.788432468   -0.521225098   -0.638258261
   12.801922376   -0.547004569   -0.649804084
   12.815412283   -0.573019927   -0.661242472
   12.828902191   -0.599257519   -0.672569750
   12.842392099   -0.625703125   -0.683782329
   12.855882006   -0.652341970   -0.694876708
   12.869371914   -0.679158743   -0.705849478
   12.882861822   -0.706137614   -0.716697317
   12.896351729   -0.733262258   -0.727416997
   12.909841637   -0.760515874   -0.738005382
   12.923331545   -0.787881210   -0.748459430
   12.936821452   -0.815340590   -0.758776193
   12.950311360   -0.842875935   -0.768952817
   12.963801268   -0.870468797   -0.778986546
   12.977291175   -0.898100382   -0.788874716
   12.990781083   -0.925751584   -0.798614764
   13.004270991   -0.953403011   -0.808204218
   13.017760898   -0.981035018   -0.817640709
   13.031250806   -1.008627738   -0.826921959
   13.044740714   -1.036161111   -0.836045789
   13.058230621   -1.063614915   -0.845010118
   13.071720529   -1.090968796   -0.853812960
   13.085210437   -1.118202298   -0.862452425
   13.098700344   -1.145294891   -0.870926718
   13.112190252   -1.172225995   -0.879234143
   13.125680160   -1.198975008   -0.887373095
   13.139170067   -1.225521331   -0.895342064
   13.152659975   -1.251844387   -0.903139636
   13.166149883   -1.277923645   -0.910764487
   13.179639790   -1.303738636   -0.918215386
   13.193129698   -1.329268973   -0.925491191
   13.206619606   -1.354494367   -0.932590849
   13.220109513   -1.379394642   -0.939513397
   13.233599421   -1.403949750   -0.946257956
   13.247089329   -1.428139782   -0.952823730
   13.260579236   -1.451944987   -0.959210005
   13.274069144   -1.475345781   -0.965416148
   13.287559052   -1.498322763   -0.971441602
   13.301048959   -1.520856732   -0.977285882
   13.314538867   -1.542928699   -0.982948576
   13.328028775   -1.564519908   -0.988429339
   13.341518682   -1.585611853   -0.993727890
   13.355008590   -1.606186297   -0.998844007
   13.368498498   -1.626225299   -1.003777528
   13.381988405   -1.645711234   -1.008528340
   13.395478313   -1.664626817   -1.013096379
   13.408968221   -1.682955133   -1.017481628
   13.422458128   -1.700679665   -1.021684107
   13.435948036   -1.717784321   -1.025703871
   13.449437944   -1.734253462   -1.029541009
   13.462927851   -1.750071936   -1.033195634
   13.476417759   -1.765225104   -1.036667884
   13.489907667   -1.779698869   -1.039957913
   13.503397574   -1.793479703   -1.043065891
   13.516887482   -1.806554679   -1.045991997
   13.530377390   -1.818911487   -1.048736419
   13.543867297   -1.830538462   -1.051299345
   13.557357205   -1.841424606   -1.053680966
   13.570847113   -1.851559603   -1.055881466
   13.584337020   -1.860933835   -1.057901026
   13.597826928   -1.869538399   -1.059739817
   13.611316836   -1.877365117   -1.061397998
   13.624806743   -1.884406544   -1.062875715
   13.638296651   -1.890655978   -1.064173098
   13.651786559   -1.896107463   -1.065290262
   13.665276466   -1.900755798   -1.066227300
   13.678766374   -1.904596535   -1.066984287
   13.692256282   -1.907625985   -1.067561276
   13.705746189   -1.909841217   -1.067958300
   13.719236097   -1.911240063   -1.068175366
   13.732726005   -1.911821117   -1.068212459
   13.746215912   -1.911583733   -1.068069542
   13.759705820   -1.910528031   -1.067746551
   13.773195728   -1.908654895   -1.067243401
   13.786685635   -1.905965974   -1.066559981
   13.800175543   -1.902463682   -1.065696157
   13.813665451   -1.898151197   -1.064651772
   13.827155358   -1.893032465   -1.063426648
   13.840645266   -1.887112193   -1.062020584
   13.854135174   -1.880395848   -1.060433359
   13.867625081   -1.872889655   -1.058664733
   13.881114989   -1.864600591   -1.056714449
   13.894604897   -1.855536377   -1.054582234
   13.908094804   -1.845705465   -1.052267802
   13.921584712   -1.835117036   -1.049770855
   13.935074620   -1.823780974   -1.047091085
   13.948564527   -1.811707861   -1.044228181
   13.962054435   -1.798908951   -1.041181825
   13.975544343   -1.785396152   -1.037951703
   13.989034250   -1.771182005   -1.034537501
   14.002524158   -1.756279657   -1.030938914
   14.016014066   -1.740702837   -1.027155647
   14.029503973   -1.724465826   -1.023187420
   14.042993881   -1.707583434   -1.019033971
   14.056483789   -1.690070968   -1.014695062
   14.069973696   -1.671944202   -1.010170480
   14.083463604   -1.653219355   -1.005460045
   14.096953512   -1.633913054   -1.000563613
   14.110443419   -1.614042315   -0.995481077
   14.123933327   -1.593624512   -0.990212375
   14.137423235   -1.572677354   -0.984757493
   14.150913142   -1.551218862   -0.979116470
   14.164403050   -1.529267345   -0.973289398
   14.177892958   -1.506841380   -0.967276430
   14.191382865   -1.483959794   -0.961077780
   14.204872773   -1.460641643   -0.954693732
   14.218362681   -1.436906196   -0.948124634
   14.231852588   -1.412772920   -0.941370909
   14.245342496   -1.388261464   -0.934433056
   14.258832404   -1.363391641   -0.927311648
   14.272322311   -1.338183416   -0.920007339
   14.285812219   -1.312656888   -0.912520866
   14.299302127   -1.286832277   -0.904853047
   14.312792034   -1.260729905   -0.897004787
   14.326281942   -1.234370181   -0.888977076
   14.339771850   -1.207773581   -0.880770993
   14.353261757   -1.180960630   -0.872387705
   14.366751665   -1.153951881   -0.863828468
   14.380241573   -1.126767893   -0.855094632
   14.393731480   -1.099429208   -0.846187633
   14.407221388   -1.071956328   -0.837109003
   14.420711296   -1.044369689   -0.827860364
   14.434201203   -1.016689631   -0.818443430
   14.447691111   -0.988936378   -0.808860009
   14.461181019   -0.961130003   -0.799112000
   14.474670926   -0.933290402   -0.789201396
   14.488160834   -0.905437262   -0.779130281
   14.501650742   -0.877590038   -0.768900832
   14.515140649   -0.849767913   -0.758515320
   14.528630557   -0.821989776   -0.747976103
   14.542120465   -0.794274191   -0.737285636
   14.555610372   -0.766639365   -0.726446461
   14.569100280   -0.739103120   -0.715461212
   14.582590188   -0.711682869   -0.704332613
   14.596080095   -0.684395583   -0.693063476
   14.609570003   -0.657257772   -0.681656703
   14.623059911   -0.630285453   -0.670115281
   14.636549818   -0.603494132   -0.658442286
   14.650039726   -0.576898782   -0.646640876
   14.663529634   -0.550513821   -0.634714295
   14.677019541   -0.524353094   -0.622665870
   14.690509449   -0.498429858   -0.610499006
   14.703999357   -0.472756768   -0.598217190
   14.717489264   -0.447345861   -0.585823984
   14.730979172   -0.422208551   -0.573323027
   14.744469080   -0.397355615   -0.560718031
   14.757958987   -0.372797194   -0.548012776
   14.771448895   -0.348542779   -0.535211114
   14.784938803   -0.324601219   -0.522316960
   14.798428710   -0.300980712   -0.509334292
   14.811918618   -0.277688813   -0.496267149
   14.825408526   -0.254732430   -0.483119627
   14.838898433   -0.232117833   -0.469895873
   14.852388341   -0.209850659   -0.456600088
   14.865878249   -0.187935913   -0.443236518
   14.879368156   -0.166377983   -0.429809453
   14.892858064   -0.145180640   -0.416323222
   14.906347972   -0.124347053   -0.402782193
   14.919837879   -0.103879794   -0.389190763
   14.933327787   -0.083780847   -0.375553363
   14.946817695   -0.064051618   -0.361874443
   14.960307602   -0.044692947   -0.348158481
   14.973797510   -0.025705116   -0.334409967
   14.987287418   -0.007087857   -0.320633409
   15.000777325    0.011159628   -0.306833323
   15.014267233    0.029038665   -0.293014230
   15.027757141    0.046551089   -0.279180656
   15.041247048    0.063699230   -0.265337123
   15.054736956    0.080485899   -0.251488148
   15.068226864    0.096914371   -0.237638238
   15.081716771    0.112988361   -0.223791887
   15.095206679    0.128712010   -0.209953572
   15.108696587    0.144089854   -0.196127749
   15.122186494    0.159126806   -0.182318846
   15.135676402    0.173828119   -0.168531265
   15.149166310    0.188199364   -0.154769375
   15.162656217    0.202246391   -0.141037504
   15.176146125    0.215975302   -0.127339945
   15.189636033    0.229392405   -0.113680943
   15.203125940    0.242504189   -0.100064696
   15.216615848    0.255317274   -0.086495348
   15.230105756    0.267838384   -0.072976991
   15.243595663    0.280074300   -0.059513655
   15.257085571    0.292031827   -0.046109310
   15.270575479    0.303717758   -0.032767857
   15.284065386    0.315138838   -0.019493132
   15.297555294    0.326301734   -0.006288895
   15.311045202    0.337213005    0.006841167
   15.324535109    0.347879077    0.019893445
   15.338025017    0.358306218    0.032864411
   15.351514925    0.368500524    0.045750621
   15.365004832    0.378467902    0.058548714
   15.378494740    0.388214062    0.071255421
   15.391984648    0.397744507    0.083867559
   15.405474555    0.407064535    0.096382039
   15.418964463    0.416179236    0.108795866
   15.432454371    0.425093500    0.121106140
   15.445944278    0.433812024    0.133310057
   15.459434186    0.442339322    0.145404913
   15.472924094    0.450679733    0.157388105
   15.486414001    0.458837442    0.169257127
   15.499903909    0.466816486    0.181009581
   15.513393817    0.474620775    0.192643167
   15.526883724    0.482254102    0.204155694
   15.540373632    0.489720160    0.215545072
   15.553863540    0.497022553    0.226809320
   15.567353447    0.504164806    0.237946562
   15.580843355    0.511150379    0.248955031
   15.594333263    0.517982673    0.259833067
   15.607823170    0.524665036    0.270579118
   15.621313078    0.531200768    0.281191742
   15.634802986    0.537593124    0.291669605
   15.648292893    0.543845315    0.302011484
   15.661782801    0.549960508    0.312216262
   15.675272709    0.555941826    0.322282936
   15.688762616    0.561792343    0.332210608
   15.702252524    0.567515083    0.341998494
   15.715742432    0.573113015    0.351645913
   15.729232339    0.578589051    0.361152297
   15.742722247    0.583946044    0.370517183
   15.756212155    0.589186781    0.379740215
   15.769702062    0.594313983    0.388821143
   15.783191970    0.599330304    0.397759823
   15.796681878    0.604238328    0.406556213
   15.810171785    0.609040571    0.415210373
   15.823661693    0.613739479    0.423722464
   15.837151601    0.618337431    0.432092745
   15.850641508    0.622836739    0.440321573
   15.864131416    0.627239654    0.448409397
   15.877621324    0.631548364    0.456356763
   15.891111231    0.635765001    0.464164304
   15.904601139    0.639891642    0.471832740
   15.918091047    0.643930313    0.479362879
   15.931580954    0.647882991    0.486755610
   15.945070862    0.651751607    0.494011900
   15.958560770    0.655538050    0.501132796
   15.972050677    0.659244166    0.508119416
   15.985540585    0.662871760    0.514972948
   15.999030493    0.666422600    0.521694650
   16.012520400    0.669898412    0.528285842
   16.026010308    0.673300887    0.534747905
   16.039500216    0.676631674    0.541082279
   16.052990123    0.679892386    0.547290455
   16.066480031    0.683084594    0.553373978
   16.079969939    0.686209832    0.559334437
   16.093459846    0.689269591    0.565173469
   16.106949754    0.692265323    0.570892747
   16.120439662    0.695198442    0.576493985
   16.133929569    0.698070319    0.581978928
   16.147419477    0.700882288    0.587349352
   16.160909385    0.703635644    0.592607062
   16.174399292    0.706331646    0.597753884
   16.187889200    0.708971517    0.602791666
   16.201379108    0.711556448    0.607722275
   16.214869015    0.714087598    0.612547589
   16.228358923    0.716566097    0.617269501
   16.241848831    0.718993049    0.621889908
   16.255338738    0.721369531    0.626410716
   16.268828646    0.723696598    0.630833830
   16.282318554    0.725975286    0.635161157
   16.295808461    0.728206609    0.639394598
   16.309298369    0.730391562    0.643536050
   16.322788277    0.732531125    0.647587400
   16.336278184    0.734626257    0.651550523
   16.349768092    0.736677904    0.655427280
   16.363258000    0.738686993    0.659219517
   16.376747907    0.740654435    0.662929058
   16.390237815    0.742581122    0.666557710
   16.403727723    0.744467929    0.670107253
   16.417217630    0.746315713    0.673579444
   16.430707538    0.748125309    0.676976012
   16.444197446    0.749897534    0.680298659
   16.457687353    0.751633184    0.683549055
   16.471177261    0.753333035    0.686728839
   16.484667169    0.754997842    0.689839619
   16.498157076    0.756628341    0.692882969
   16.511646984    0.758225245    0.695860427
   16.525136892    0.759789251    0.698773499
   16.538626799    0.761321038    0.701623654
   16.552116707    0.762821265    0.704412328
   16.565606615    0.764290578    0.707140919
   16.579096522    0.765729607    0.709810793
   16.592586430    0.767138969    0.712423280
   16.606076338    0.768519270    0.714979677
   16.619566245    0.769871103    0.717481246
   16.633056153    0.771195054    0.719929219
   16.646546061    0.772491697    0.722324796
   16.660035968    0.773761601    0.724669144
   16.673525876    0.775005323    0.726963403
   16.687015784    0.776223415    0.729208684
   16.700505691    0.777416421    0.731406071
   16.713995599    0.778584875    0.733556620
   16.727485507    0.779729305    0.735661363
   16.740975414    0.780850227    0.737721308
   16.754465322    0.781948149    0.739737438
   16.767955230    0.783023568    0.741710717
   16.781445137    0.784076970    0.743642084
   16.794935045    0.785108830    0.745532458
   16.808424953    0.786119608    0.747382740
   16.821914860    0.787109754    0.749193807
   16.835404768    0.788079707    0.750966523
   16.848894676    0.789029889    0.752701727
   16.862384583    0.789960713    0.754400246
   16.875874491    0.790872580    0.756062885
   16.889364399    0.791765878    0.757690432
   16.902854306    0.792640986    0.759283660
   16.916344214    0.793498272    0.760843323
   16.929834122    0.794338098    0.762370159
   16.943324029    0.795160816    0.763864889
   16.956813937    0.795966770    0.765328219
   16.970303845    0.796756300    0.766760836
   16.983793752    0.797529741    0.768163415
   16.997283660    0.798287421    0.769536612
   17.010773568    0.799029666    0.770881070
   17.024263475    0.799756795    0.772197415
   17.037753383    0.800469125    0.773486260
   17.051243291    0.801166969    0.774748203
   17.064733198    0.801850634    0.775983827
   17.078223106    0.802520424    0.777193703
   17.091713014    0.803176636    0.778378387
   17.105202921    0.803819563    0.779538423
   17.118692829    0.804449489    0.780674343
   17.132182737    0.805066693    0.781786664
   17.145672644    0.805671447    0.782875894
   17.159162552    0.806264014    0.783942528
   17.172652460    0.806844649    0.784987051
   17.186142367    0.807413601    0.786009935
   17.199632275    0.807971108    0.787011643
   17.213122183    0.808517403    0.787992627
   17.226612090    0.809052709    0.788953329
   17.240101998    0.809577243    0.789894180
   17.253591906    0.810091218    0.790815604
   17.267081813    0.810594837    0.791718012
   17.280571721    0.811088302    0.792601809
   17.294061629    0.811571807    0.793467389
   17.307551536    0.812045546    0.794315137
   17.321041444    0.812509709    0.795145430
   17.334531352    0.812964482    0.795958636
   17.348021259    0.813410052    0.796755117
   17.361511167    0.813846601    0.797535222
   17.375001075    0.814274313    0.798299298
   17.388490982    0.814693369    0.799047679
   17.401980890    0.815103948    0.799780694
   17.415470798    0.815506229    0.800498666
   17.428960705    0.815900386    0.801201908
   17.442450613    0.816286595    0.801890728
   17.455940521    0.816665024    0.802565426
   17.469430428    0.817035842    0.803226298
   17.482920336    0.817399210    0.803873632
   17.496410244    0.817755288    0.804507708
   17.509900151    0.818104230    0.805128804
   17.523390059    0.818446184    0.805737189
   17.536879967    0.818781295    0.806333128
   17.550369874    0.819109702    0.806916880
   17.563859782    0.819431538    0.807488699
