10 -199.71585484
15 -208.14226244
20 -210.27883368
25 -210.64706893
30 -210.69365176
35 -210.69538069
40 -210.69636356
45 -210.69745168
50 -210.69778525
55 -210.69792010
60 -210.69820434
65 -210.69857963
70 -210.69886899
